id,lon,lat
347,72.824081,18.954282
348,72.803850,18.954377
349,72.807652,18.954956
350,72.821158,18.954268
351,72.828972,18.953850
352,72.830583,18.953944
353,72.830980,18.954175
354,72.837451,18.954394
355,72.803321,18.954755
356,72.821579,18.954549
357,72.832060,18.954517
358,72.836020,18.953924
359,72.839708,18.953867
360,72.802514,18.955118
361,72.829402,18.954231
362,72.830350,18.954283
363,72.832602,18.954529
364,72.836806,18.954471
365,72.838616,18.954517
366,72.838928,18.954533
367,72.822606,18.954935
368,72.830742,18.954449
369,72.835162,18.954517
370,72.807742,18.955165
371,72.823058,18.954933
372,72.823391,18.954945
373,72.833414,18.954810
374,72.836320,18.954718
375,72.807300,18.955307
376,72.828123,18.954590
377,72.834004,18.954899
378,72.839828,18.954401
379,72.825504,18.954913
380,72.831579,18.954804
381,72.834523,18.954976
382,72.838701,18.954782
383,72.838908,18.954786
384,72.828476,18.954854
385,72.828882,18.955100
386,72.835143,18.955008
387,72.839405,18.954669
388,72.826220,18.955269
389,72.832216,18.955041
390,72.835675,18.955061
391,72.839990,18.954987
392,72.836250,18.955152
393,72.836869,18.955204
394,72.837244,18.955264
395,72.829495,18.955371
396,72.822684,18.955685
397,72.838963,18.955190
398,72.800968,18.956356
399,72.829869,18.955583
400,72.840135,18.955519
401,72.804406,18.955042
402,72.816031,18.955759
403,72.825070,18.955695
404,72.826833,18.955646
405,72.831658,18.955361
406,72.808169,18.956019
407,72.807619,18.956186
408,72.827231,18.955843
409,72.829551,18.956011
410,72.833861,18.955727
411,72.834469,18.955810
412,72.804809,18.955437
413,72.824588,18.955857
414,72.829926,18.956183
415,72.830624,18.955981
416,72.834784,18.955816
417,72.835129,18.955693
418,72.807242,18.956350
419,72.824147,18.955966
420,72.826587,18.955971
421,72.827690,18.956054
422,72.835687,18.955821
423,72.838069,18.955847
424,72.809466,18.956591
425,72.822838,18.956302
426,72.823344,18.956161
427,72.823651,18.956081
428,72.828081,18.956246
429,72.830277,18.956340
430,72.836201,18.955823
431,72.838945,18.955789
432,72.840273,18.956141
433,72.808427,18.956661
434,72.826239,18.956311
435,72.832691,18.955799
436,72.833161,18.955923
437,72.837076,18.956029
438,72.837678,18.955980
439,72.825340,18.956252
440,72.830986,18.956159
441,72.814872,18.956523
442,72.821389,18.956866
443,72.826034,18.956475
444,72.815624,18.956756
445,72.830686,18.956530
446,72.831644,18.956343
447,72.839222,18.956370
448,72.812446,18.955675
449,72.803713,18.956046
450,72.825844,18.956642
451,72.829979,18.956714
452,72.832121,18.956379
453,72.815812,18.956908
454,72.828938,18.956792
455,72.835794,18.956596
456,72.808651,18.957107
457,72.808045,18.957335
458,72.820205,18.957094
459,72.828017,18.956862
460,72.831483,18.956951
461,72.812212,18.956555
462,72.810101,18.956000
463,72.807594,18.957428
464,72.809719,18.957045
465,72.816578,18.957118
466,72.825599,18.956868
467,72.829272,18.956968
468,72.830353,18.956913
469,72.833090,18.956606
470,72.834926,18.956486
471,72.840409,18.956618
472,72.810101,18.956136
473,72.803625,18.956158
474,72.819699,18.957352
475,72.833782,18.956748
476,72.835784,18.956674
477,72.813717,18.957364
478,72.825207,18.957000
479,72.827591,18.957163
480,72.834350,18.956830
481,72.810136,18.956499
482,72.812647,18.957103
483,72.808916,18.957538
484,72.813589,18.957415
485,72.825148,18.957024
486,72.829611,18.957180
487,72.839454,18.956837
488,72.812845,18.957407
489,72.824727,18.957232
490,72.824815,18.957192
491,72.830115,18.957216
492,72.834826,18.956907
493,72.814284,18.957202
494,72.821913,18.957495
495,72.824427,18.957379
496,72.831381,18.957536
497,72.833068,18.957136
498,72.835709,18.957105
499,72.836725,18.957245
500,72.823844,18.957695
501,72.827167,18.957461
502,72.829999,18.957383
503,72.832079,18.956965
504,72.833689,18.957139
505,72.837951,18.957255
506,72.840526,18.957202
507,72.819146,18.957923
508,72.842979,18.957197
509,72.810879,18.958114
510,72.819823,18.958257
511,72.833743,18.957498
512,72.834318,18.957366
513,72.839715,18.957400
514,72.820767,18.958060
515,72.822976,18.958161
516,72.823928,18.958195
517,72.824437,18.958194
518,72.824881,18.958201
519,72.826809,18.957765
520,72.831399,18.957849
521,72.832834,18.958189
522,72.836550,18.957830
523,72.842684,18.957297
524,72.825425,18.958197
